,SpeciesName,Genus,Species,Family,Binomial
16618,Myrica cerifera,Myrica,cerifera,Myricaceae,Myrica cerifera
16619,Myrica esculenta,Myrica,esculenta,Myricaceae,Myrica esculenta
16620,Myrica faya,Myrica,faya,Myricaceae,Myrica faya
16621,Myrica javanica,Myrica,javanica,Myricaceae,Myrica javanica
16622,Myrica pubescens,Myrica,pubescens,Myricaceae,Myrica pubescens
16623,Myrica rubra,Myrica,rubra,Myricaceae,Myrica rubra
16624,Myrica salicifolia,Myrica,salicifolia,Myricaceae,Myrica salicifolia
16625,Myrica sppAchupall1,Myrica,,Myricaceae,Myrica 
16626,Myrica sppBenito1,Myrica,,Myricaceae,Myrica 
16627,Myrica sppElpargo1,Myrica,,Myricaceae,Myrica 
16628,Myrica sppSietecue1,Myrica,,Myricaceae,Myrica 
16629,Myriocarpa longipes,Myriocarpa,longipes,Urticaceae,Myriocarpa longipes
16630,Myriocarpa sppCerroelp1,Myriocarpa,,Urticaceae,Myriocarpa 
16631,Myriocarpa sppCerroolu1,Myriocarpa,,Urticaceae,Myriocarpa 
16632,Myriocarpa sppCueva1,Myriocarpa,,Urticaceae,Myriocarpa 
16633,Myriocarpa sppCuyas1,Myriocarpa,,Urticaceae,Myriocarpa 
16634,Myriocarpa sppLagenoa1,Myriocarpa,,Urticaceae,Myriocarpa 
16635,Myriocarpa stipitata,Myriocarpa,stipitata,Urticaceae,Myriocarpa stipitata
16636,Myriocarpa yzabalensis,Myriocarpa,yzabalensis,Urticaceae,Myriocarpa yzabalensis
16637,Myristica castaneifolia,Myristica,castaneifolia,Myristicaceae,Myristica castaneifolia
16638,Myristica chartacea,Myristica,chartacea,Myristicaceae,Myristica chartacea
16639,Myristica cinnamomea,Myristica,cinnamomea,Myristicaceae,Myristica cinnamomea
16640,Myristica elliptica,Myristica,elliptica,Myristicaceae,Myristica elliptica
16641,Myristica fatua,Myristica,fatua,Myristicaceae,Myristica fatua
16642,Myristica gigantea,Myristica,gigantea,Myristicaceae,Myristica gigantea
16643,Myristica gillespieana,Myristica,gillespieana,Myristicaceae,Myristica gillespieana
16644,Myristica globosa,Myristica,globosa,Myristicaceae,Myristica globosa
16645,Myristica grandifolia,Myristica,grandifolia,Myristicaceae,Myristica grandifolia
16646,Myristica hypargyraea,Myristica,hypargyraea,Myristicaceae,Myristica hypargyraea
16647,Myristica iners,Myristica,iners,Myristicaceae,Myristica iners
16648,Myristica inutilis,Myristica,inutilis,Myristicaceae,Myristica inutilis
16649,Myristica kajewskii,Myristica,kajewskii,Myristicaceae,Myristica kajewskii
16650,Myristica macrantha,Myristica,macrantha,Myristicaceae,Myristica macrantha
16651,Myristica maingayi,Myristica,maingayi,Myristicaceae,Myristica maingayi
16652,Myristica maxima,Myristica,maxima,Myristicaceae,Myristica maxima
16653,Myristica philippensis,Myristica,philippensis,Myristicaceae,Myristica philippensis
16654,Myristica sppBaitete1,Myristica,,Myristicaceae,Myristica 
16655,Myristica sppBaitete2,Myristica,,Myristicaceae,Myristica 
16656,Myristica sppBaitete3,Myristica,,Myristicaceae,Myristica 
16657,Myristica sppBaitete4,Myristica,,Myristicaceae,Myristica 
16658,Myristica sppGenting2,Myristica,,Myristicaceae,Myristica 
16659,Myristica sppNadugani1,Myristica,,Myristicaceae,Myristica 
16660,Myristica sppPacific1,Myristica,,Myristicaceae,Myristica 
16661,Myristica sppPacific2,Myristica,,Myristicaceae,Myristica 
16662,Myristica sppPacific3,Myristica,,Myristicaceae,Myristica 
16663,Myristica sppPalanan1,Myristica,,Myristicaceae,Myristica 
16664,Myristica sppTEAM1,Myristica,,Myristicaceae,Myristica 
16665,Myristica sppVarirata1,Myristica,,Myristicaceae,Myristica 
16666,Myristica sppVarirata2,Myristica,,Myristicaceae,Myristica 
16667,Myristica sppVarirata3,Myristica,,Myristicaceae,Myristica 
16668,Myristica sppVarirata4,Myristica,,Myristicaceae,Myristica 
16669,Myristica sppVarirata5,Myristica,,Myristicaceae,Myristica 
16670,Myristica sppVarirata6,Myristica,,Myristicaceae,Myristica 
16671,Myristica sppVarirata7,Myristica,,Myristicaceae,Myristica 
16672,Myristica sppVarirata8,Myristica,,Myristicaceae,Myristica 
16673,Myristica sppVarirata9,Myristica,,Myristicaceae,Myristica 
16674,Myristica villosa,Myristica,villosa,Myristicaceae,Myristica villosa
16675,Myristicaceae sppPacific1,,,NA, 
16676,Myristicaceae sppPacific2,,,NA, 
16677,Myristicaceae sppPacific3,,,NA, 
16678,Myrocarpus frondosus,Myrocarpus,frondosus,Fabaceae,Myrocarpus frondosus
16679,Myrocarpus sppFPnet1,Myrocarpus,,Fabaceae,Myrocarpus 
16680,Myrospermum frutescens,Myrospermum,frutescens,Fabaceae,Myrospermum frutescens
16681,Myroxylon balsamiferum,Myroxylon,balsamiferum,Salicaceae,Myroxylon balsamiferum
16682,Myroxylon balsamum,Myroxylon,balsamum,Fabaceae,Myroxylon balsamum
16683,Myroxylon peruiferum,Myroxylon,peruiferum,Fabaceae,Myroxylon peruiferum
16684,Myroxylon sppCarajas1,Myroxylon,,Fabaceae,Myroxylon 
16685,Myroxylon sppChaquima1,Myroxylon,,Fabaceae,Myroxylon 
16686,Myroxylon sppDureno1,Myroxylon,,Fabaceae,Myroxylon 
16687,Myroxylon sppDureno2,Myroxylon,,Fabaceae,Myroxylon 
16688,Myroxylon sppEncanto1,Myroxylon,,Fabaceae,Myroxylon 
16689,Myroxylon sppTarapoto1,Myroxylon,,Fabaceae,Myroxylon 
16690,Myrrhinium atropurpureum,Myrrhinium,atropurpureum,Myrtaceae,Myrrhinium atropurpureum
16691,Myrrhinium loranthoides,Myrrhinium,loranthoides,Myrtaceae,Myrrhinium loranthoides
16692,Myrsinaceae sppSCA1,,,NA, 
16693,Myrsine acrantha,Myrsine,acrantha,Primulaceae,Myrsine acrantha
16694,Myrsine andina,Myrsine,andina,Primulaceae,Myrsine andina
16695,Myrsine arborea,Myrsine,arborea,Primulaceae,Myrsine arborea
16696,Myrsine asymmetrica,Myrsine,asymmetrica,Primulaceae,Myrsine asymmetrica
16697,Myrsine australis,Myrsine,australis,Primulaceae,Myrsine australis
16698,Myrsine citrifolia,Myrsine,citrifolia,Primulaceae,Myrsine citrifolia
16699,Myrsine coriacea,Myrsine,coriacea,Primulaceae,Myrsine coriacea
16700,Myrsine cubana,Myrsine,cubana,Primulaceae,Myrsine cubana
16701,Myrsine dependens,Myrsine,dependens,Primulaceae,Myrsine dependens
16702,Myrsine divaricata,Myrsine,divaricata,Primulaceae,Myrsine divaricata
16703,Myrsine ferruginea,Myrsine,ferruginea,Primulaceae,Myrsine ferruginea
16704,Myrsine gardneri,Myrsine,,Primulaceae,Myrsine
16705,Myrsine gardneriana,Myrsine,gardneriana,Primulaceae,Myrsine gardneriana
16706,Myrsine guianensis,Myrsine,guianensis,Primulaceae,Myrsine guianensis
16707,Myrsine hermogenesii,Myrsine,hermogenesii,Primulaceae,Myrsine hermogenesii
16708,Myrsine laetevirens,Myrsine,laetevirens,Primulaceae,Myrsine laetevirens
16709,Myrsine lanceolata,Myrsine,lanceolata,Primulaceae,Myrsine lanceolata
16710,Myrsine lancifolia,Myrsine,lancifolia,Primulaceae,Myrsine lancifolia
16711,Myrsine lessertiana,Myrsine,lessertiana,Primulaceae,Myrsine lessertiana
16712,Myrsine lineata,Myrsine,lineata,Primulaceae,Myrsine lineata
16713,Myrsine loefgrenii,Myrsine,loefgrenii,Primulaceae,Myrsine loefgrenii
16714,Myrsine modesta,Myrsine,modesta,Primulaceae,Myrsine modesta
16715,Myrsine ovicarpa,Myrsine,ovicarpa,Primulaceae,Myrsine ovicarpa
16716,Myrsine palauensis,Myrsine,palauensis,Primulaceae,Myrsine palauensis
16717,Myrsine parvicarpa,Myrsine,parvicarpa,Primulaceae,Myrsine parvicarpa
16718,Myrsine parvifolia,Myrsine,parvifolia,Primulaceae,Myrsine parvifolia
16719,Myrsine parvula,Myrsine,parvula,Primulaceae,Myrsine parvula
16720,Myrsine pellucida,Myrsine,pellucida,Primulaceae,Myrsine pellucida
16721,Myrsine pellucidopunctata,Myrsine,pellucidopunctata,Primulaceae,Myrsine pellucidopunctata
16722,Myrsine reynelii,Myrsine,reynelii,Primulaceae,Myrsine reynelii
16723,Myrsine salicina,Myrsine,salicina,Primulaceae,Myrsine salicina
16724,Myrsine sandwicensis,Myrsine,sandwicensis,Primulaceae,Myrsine sandwicensis
16725,Myrsine sppAchupall1,Myrsine,,Primulaceae,Myrsine 
16726,Myrsine sppAchupall2,Myrsine,,Primulaceae,Myrsine 
16727,Myrsine sppAltosapa1,Myrsine,,Primulaceae,Myrsine 
16728,Myrsine sppBRi1,Myrsine,,Primulaceae,Myrsine 
16729,Myrsine sppCampano1,Myrsine,,Primulaceae,Myrsine 
16730,Myrsine sppCarpanta1,Myrsine,,Primulaceae,Myrsine 
16731,Myrsine sppCarpanta2,Myrsine,,Primulaceae,Myrsine 
16732,Myrsine sppCarpanta3,Myrsine,,Primulaceae,Myrsine 
16733,Myrsine sppCarpanta4,Myrsine,,Primulaceae,Myrsine 
16734,Myrsine sppCerroesp1,Myrsine,,Primulaceae,Myrsine 
16735,Myrsine sppCerroesp2,Myrsine,,Primulaceae,Myrsine 
16736,Myrsine sppCutervo1,Myrsine,,Primulaceae,Myrsine 
16737,Myrsine sppFPnet1,Myrsine,,Primulaceae,Myrsine 
16738,Myrsine sppFincam1,Myrsine,,Primulaceae,Myrsine 
16739,Myrsine sppNeusa1,Myrsine,,Primulaceae,Myrsine 
16740,Myrsine sppRAINFOR1,Myrsine,,Primulaceae,Myrsine 
16741,Myrsine sppRiachuel1,Myrsine,,Primulaceae,Myrsine 
16742,Myrsine sppSietecue1,Myrsine,,Primulaceae,Myrsine 
16743,Myrsine sppSietecue2,Myrsine,,Primulaceae,Myrsine 
16744,Myrsine sppSietecue3,Myrsine,,Primulaceae,Myrsine 
16745,Myrsine sppUS1,Myrsine,,Primulaceae,Myrsine 
16746,Myrsine sppUcumari1,Myrsine,,Primulaceae,Myrsine 
16747,Myrsine umbellata,Myrsine,umbellata,Primulaceae,Myrsine umbellata
16748,Myrsine venosa,Myrsine,venosa,Primulaceae,Myrsine venosa
16749,Myrsine youngii,Myrsine,youngii,Primulaceae,Myrsine youngii
16750,Myrtaceae sp51,,,NA, 
16751,Myrtaceae sp53,,,NA, 
16752,Myrtaceae sp59,,,NA, 
16753,Myrtaceae sppBRi1,,,NA, 
16754,Myrtaceae sppBRii1,,,NA, 
16755,Myrtaceae sppBRii10,,,NA, 
16756,Myrtaceae sppBRii11,,,NA, 
16757,Myrtaceae sppBRii12,,,NA, 
16758,Myrtaceae sppBRii13,,,NA, 
16759,Myrtaceae sppBRii14,,,NA, 
16760,Myrtaceae sppBRii15,,,NA, 
16761,Myrtaceae sppBRii16,,,NA, 
16762,Myrtaceae sppBRii17,,,NA, 
16763,Myrtaceae sppBRii18,,,NA, 
16764,Myrtaceae sppBRii19,,,NA, 
16765,Myrtaceae sppBRii2,,,NA, 
16766,Myrtaceae sppBRii20,,,NA, 
16767,Myrtaceae sppBRii3,,,NA, 
16768,Myrtaceae sppBRii4,,,NA, 
16769,Myrtaceae sppBRii5,,,NA, 
16770,Myrtaceae sppBRii6,,,NA, 
16771,Myrtaceae sppBRii7,,,NA, 
16772,Myrtaceae sppBRii8,,,NA, 
16773,Myrtaceae sppBRii9,,,NA, 
16774,Myrtaceae sppGF1,,,NA, 
16775,Myrtaceae sppGF2,,,NA, 
16776,Myrtaceae sppGF3,,,NA, 
16777,Myrtaceae sppIN1,,,NA, 
16778,Myrtaceae sppNC1,,,NA, 
16779,Myrtaceae sppSCA1,,,NA, 
16780,Myrtaceae sppSCA10,,,NA, 
16781,Myrtaceae sppSCA11,,,NA, 
16782,Myrtaceae sppSCA12,,,NA, 
16783,Myrtaceae sppSCA13,,,NA, 
16784,Myrtaceae sppSCA14,,,NA, 
16785,Myrtaceae sppSCA15,,,NA, 
16786,Myrtaceae sppSCA16,,,NA, 
16787,Myrtaceae sppSCA17,,,NA, 
16788,Myrtaceae sppSCA18,,,NA, 
16789,Myrtaceae sppSCA19,,,NA, 
16790,Myrtaceae sppSCA2,,,NA, 
16791,Myrtaceae sppSCA20,,,NA, 
16792,Myrtaceae sppSCA21,,,NA, 
16793,Myrtaceae sppSCA22,,,NA, 
16794,Myrtaceae sppSCA23,,,NA, 
16795,Myrtaceae sppSCA24,,,NA, 
16796,Myrtaceae sppSCA25,,,NA, 
16797,Myrtaceae sppSCA26,,,NA, 
16798,Myrtaceae sppSCA27,,,NA, 
16799,Myrtaceae sppSCA28,,,NA, 
16800,Myrtaceae sppSCA29,,,NA, 
16801,Myrtaceae sppSCA3,,,NA, 
16802,Myrtaceae sppSCA30,,,NA, 
16803,Myrtaceae sppSCA31,,,NA, 
16804,Myrtaceae sppSCA32,,,NA, 
16805,Myrtaceae sppSCA33,,,NA, 
16806,Myrtaceae sppSCA34,,,NA, 
16807,Myrtaceae sppSCA35,,,NA, 
16808,Myrtaceae sppSCA36,,,NA, 
16809,Myrtaceae sppSCA37,,,NA, 
16810,Myrtaceae sppSCA38,,,NA, 
16811,Myrtaceae sppSCA39,,,NA, 
16812,Myrtaceae sppSCA4,,,NA, 
16813,Myrtaceae sppSCA40,,,NA, 
16814,Myrtaceae sppSCA41,,,NA, 
16815,Myrtaceae sppSCA42,,,NA, 
16816,Myrtaceae sppSCA43,,,NA, 
16817,Myrtaceae sppSCA44,,,NA, 
16818,Myrtaceae sppSCA45,,,NA, 
16819,Myrtaceae sppSCA46,,,NA, 
16820,Myrtaceae sppSCA47,,,NA, 
16821,Myrtaceae sppSCA48,,,NA, 
16822,Myrtaceae sppSCA49,,,NA, 
16823,Myrtaceae sppSCA5,,,NA, 
16824,Myrtaceae sppSCA50,,,NA, 
16825,Myrtaceae sppSCA6,,,NA, 
16826,Myrtaceae sppSCA7,,,NA, 
16827,Myrtaceae sppSCA8,,,NA, 
16828,Myrtaceae sppSCA9,,,NA, 
16829,Myrtastrum sppRAINFOR1,Myrtastrum,,Myrtaceae,Myrtastrum 
16830,Myrtus communis,Myrtus,communis,Myrtaceae,Myrtus communis
16831,Mystroxylon aethiopicum,Mystroxylon,aethiopicum,Celastraceae,Mystroxylon aethiopicum
16832,Myxopyrum smilacifolium,Myxopyrum,smilacifolium,Oleaceae,Myxopyrum smilacifolium
16833,Nageia fleuryi,Nageia,fleuryi,Podocarpaceae,Nageia fleuryi
16834,Napoleonaea heudelotii,Napoleonaea,heudelotii,Lecythidaceae,Napoleonaea heudelotii
16835,Napoleonaea imperialis,Napoleonaea,imperialis,Lecythidaceae,Napoleonaea imperialis
16836,Napoleonaea sppGA1,Napoleonaea,,Lecythidaceae,Napoleonaea 
16837,Napoleonaea sppSL1,Napoleonaea,,Lecythidaceae,Napoleonaea 
16838,Napoleonaea talbotii,Napoleonaea,talbotii,Lecythidaceae,Napoleonaea talbotii
16839,Napoleonaea vogelii,Napoleonaea,vogelii,Lecythidaceae,Napoleonaea vogelii
16840,Nauclea diderrichii,Nauclea,diderrichii,Rubiaceae,Nauclea diderrichii
16841,Nauclea latifolia,Nauclea,latifolia,Rubiaceae,Nauclea latifolia
16842,Nauclea nouclea,Nauclea,,Rubiaceae,Nauclea 
16843,Nauclea officinalis,Nauclea,officinalis,Rubiaceae,Nauclea officinalis
16844,Nauclea orientalis,Nauclea,orientalis,Rubiaceae,Nauclea orientalis
16845,Nauclea pobeguini,Nauclea,pobeguinii,Rubiaceae,Nauclea pobeguinii
16846,Nauclea sessilifolia,Nauclea,sessilifolia,Rubiaceae,Nauclea sessilifolia
16847,Nauclea sppFPnet1,Nauclea,,Rubiaceae,Nauclea 
16848,Nauclea sppKhaoyai1,Nauclea,,Rubiaceae,Nauclea 
16849,Nauclea subdita,Nauclea,subdita,Rubiaceae,Nauclea subdita
16850,Nauclea vanderguchtii,Nauclea,vanderguchtii,Rubiaceae,Nauclea vanderguchtii
16851,Naucleopsis amara,Naucleopsis,amara,Moraceae,Naucleopsis amara
16852,Naucleopsis caloneura,Naucleopsis,caloneura,Moraceae,Naucleopsis caloneura
16853,Naucleopsis chiguila,Naucleopsis,chiguila,Moraceae,Naucleopsis chiguila
16854,Naucleopsis concinna,Naucleopsis,concinna,Moraceae,Naucleopsis concinna
16855,Naucleopsis glabra,Naucleopsis,glabra,Moraceae,Naucleopsis glabra
16856,Naucleopsis guianensis,Naucleopsis,guianensis,Moraceae,Naucleopsis guianensis
16857,Naucleopsis herrerensis,Naucleopsis,herrerensis,Moraceae,Naucleopsis herrerensis
16858,Naucleopsis imitans,Naucleopsis,imitans,Moraceae,Naucleopsis imitans
16859,Naucleopsis krukovii,Naucleopsis,krukovii,Moraceae,Naucleopsis krukovii
16860,Naucleopsis macrophylla,Naucleopsis,macrophylla,Moraceae,Naucleopsis macrophylla
16861,Naucleopsis mellobarretoi,Naucleopsis,mello-barretoi,Moraceae,Naucleopsis mello-barretoi
16862,Naucleopsis naga,Naucleopsis,naga,Moraceae,Naucleopsis naga
16863,Naucleopsis oblongifolia,Naucleopsis,oblongifolia,Moraceae,Naucleopsis oblongifolia
16864,Naucleopsis pseudonaga,Naucleopsis,pseudonaga,Moraceae,Naucleopsis pseudonaga
16865,Naucleopsis sppAllpahua1,Naucleopsis,,Moraceae,Naucleopsis 
16866,Naucleopsis sppAnchicay1,Naucleopsis,,Moraceae,Naucleopsis 
16867,Naucleopsis sppConstanc1,Naucleopsis,,Moraceae,Naucleopsis 
16868,Naucleopsis sppConstanc2,Naucleopsis,,Moraceae,Naucleopsis 
16869,Naucleopsis sppConstanc3,Naucleopsis,,Moraceae,Naucleopsis 
16870,Naucleopsis sppCuevas1,Naucleopsis,,Moraceae,Naucleopsis 
16871,Naucleopsis sppCuzcoama1,Naucleopsis,,Moraceae,Naucleopsis 
16872,Naucleopsis sppFPnet1,Naucleopsis,,Moraceae,Naucleopsis 
16873,Naucleopsis sppGentry1,Naucleopsis,,Moraceae,Naucleopsis 
16874,Naucleopsis sppJenarohe1,Naucleopsis,,Moraceae,Naucleopsis 
16875,Naucleopsis sppLaselva1,Naucleopsis,,Moraceae,Naucleopsis 
16876,Naucleopsis sppMishnfl1,Naucleopsis,,Moraceae,Naucleopsis 
16877,Naucleopsis sppOsasiren1,Naucleopsis,,Moraceae,Naucleopsis 
16878,Naucleopsis sppRAINFOR1,Naucleopsis,,Moraceae,Naucleopsis 
16879,Naucleopsis sppRiomanso1,Naucleopsis,,Moraceae,Naucleopsis 
16880,Naucleopsis sppTEAM1,Naucleopsis,,Moraceae,Naucleopsis 
16881,Naucleopsis sppVencer1,Naucleopsis,,Moraceae,Naucleopsis 
16882,Naucleopsis sppYanam11,Naucleopsis,,Moraceae,Naucleopsis 
16883,Naucleopsis sppYanam12,Naucleopsis,,Moraceae,Naucleopsis 
16884,Naucleopsis ternstroemiiflora,Naucleopsis,ternstroemiiflora,Moraceae,Naucleopsis ternstroemiiflora
16885,Naucleopsis ulei,Naucleopsis,ulei,Moraceae,Naucleopsis ulei
16886,Nautilocalyx sppAnchicay1,Nautilocalyx,,Gesneriaceae,Nautilocalyx 
16887,Nealchornea japurensis,Nealchornea,yapurensis,Euphorbiaceae,Nealchornea yapurensis
16888,Nealchornea sppAraracua1,Nealchornea,,Euphorbiaceae,Nealchornea 
16889,Nealchornea sppCandamo1,Nealchornea,,Euphorbiaceae,Nealchornea 
16890,Nealchornea sppHumboldt1,Nealchornea,,Euphorbiaceae,Nealchornea 
16891,Nealchornea sppMishnfl1,Nealchornea,,Euphorbiaceae,Nealchornea 
16892,Nealchornea sppRAINFOR1,Nealchornea,,Euphorbiaceae,Nealchornea 
16893,Nealchornea sppRionegro1,Nealchornea,,Euphorbiaceae,Nealchornea 
16894,Nealchornea yapurensis,Nealchornea,yapurensis,Euphorbiaceae,Nealchornea yapurensis
16895,Necepsia afzelii,Necepsia,afzelii,Euphorbiaceae,Necepsia afzelii
16896,Nectandra acuminata,Nectandra,acuminata,Lauraceae,Nectandra acuminata
16897,Nectandra acutifolia,Nectandra,acutifolia,Lauraceae,Nectandra acutifolia
16898,Nectandra amazonum,Nectandra,amazonum,Lauraceae,Nectandra amazonum
16899,Nectandra ambigens,Nectandra,ambigens,Lauraceae,Nectandra ambigens
16900,Nectandra angustifolia,Nectandra,angustifolia,Lauraceae,Nectandra angustifolia
16901,Nectandra arnottiana,Nectandra,arnottiana,Lauraceae,Nectandra arnottiana
16902,Nectandra belizensis,Nectandra,belizensis,Lauraceae,Nectandra belizensis
16903,Nectandra brochidodroma,Nectandra,brochidodroma,Lauraceae,Nectandra brochidodroma
16904,Nectandra cissiflora,Nectandra,cissiflora,Lauraceae,Nectandra cissiflora
16905,Nectandra coeloclada,Nectandra,coeloclada,Lauraceae,Nectandra coeloclada
16906,Nectandra coriacea,Nectandra,coriacea,Lauraceae,Nectandra coriacea
16907,Nectandra crassiloba,Nectandra,crassiloba,Lauraceae,Nectandra crassiloba
16908,Nectandra cufodontisii,Nectandra,cufodontisii,Lauraceae,Nectandra cufodontisii
16909,Nectandra cuneatocordata,Nectandra,cuneatocordata,Lauraceae,Nectandra cuneatocordata
16910,Nectandra cuspidata,Nectandra,cuspidata,Lauraceae,Nectandra cuspidata
16911,Nectandra discolor,Nectandra,discolor,Lauraceae,Nectandra discolor
16912,Nectandra fuzzy,Nectandra,,Lauraceae,Nectandra
16913,Nectandra gentlei,Nectandra,gentlei,Lauraceae,Nectandra gentlei
16914,Nectandra globosa,Nectandra,globosa,Lauraceae,Nectandra globosa
16915,Nectandra gracilis,Nectandra,gracilis,Lauraceae,Nectandra gracilis
16916,Nectandra grandiflora,Nectandra,grandiflora,Lauraceae,Nectandra grandiflora
16917,Nectandra grandis,Nectandra,grandis,Lauraceae,Nectandra grandis
16918,Nectandra hihua,Nectandra,hihua,Lauraceae,Nectandra hihua
16919,Nectandra hypoleuca,Nectandra,hypoleuca,Lauraceae,Nectandra hypoleuca
16920,Nectandra japurensis,Nectandra,japurensis,Lauraceae,Nectandra japurensis
16921,Nectandra krugii,Nectandra,krugii,Lauraceae,Nectandra krugii
16922,Nectandra kunthiana,Nectandra,kunthiana,Lauraceae,Nectandra kunthiana
16923,Nectandra lanceolata,Nectandra,lanceolata,Lauraceae,Nectandra lanceolata
16924,Nectandra latifolia,Nectandra,latifolia,Lauraceae,Nectandra latifolia
16925,Nectandra latissima,Nectandra,latissima,Lauraceae,Nectandra latissima
16926,Nectandra laurel,Nectandra,laurel,Lauraceae,Nectandra laurel
16927,Nectandra leucantha,Nectandra,leucantha,Lauraceae,Nectandra leucantha
16928,Nectandra lineata,Nectandra,lineata,Lauraceae,Nectandra lineata
16929,Nectandra lineatifolia,Nectandra,lineatifolia,Lauraceae,Nectandra lineatifolia
16930,Nectandra longifolia,Nectandra,longifolia,Lauraceae,Nectandra longifolia
16931,Nectandra martinicensis,Nectandra,martinicensis,Lauraceae,Nectandra martinicensis
16932,Nectandra megapotamica,Nectandra,megapotamica,Lauraceae,Nectandra megapotamica
16933,Nectandra membranacea,Nectandra,membranacea,Lauraceae,Nectandra membranacea
16934,Nectandra microcarpa,Nectandra,microcarpa,Lauraceae,Nectandra microcarpa
16935,Nectandra oppositifolia,Nectandra,oppositifolia,Lauraceae,Nectandra oppositifolia
16936,Nectandra panamensis,Nectandra,panamensis,Lauraceae,Nectandra panamensis
16937,Nectandra parviflora,Nectandra,parviflora,Lauraceae,Nectandra parviflora
16938,Nectandra paucinervia,Nectandra,paucinervia,Lauraceae,Nectandra paucinervia
16939,Nectandra pearcei,Nectandra,pearcei,Lauraceae,Nectandra pearcei
16940,Nectandra puberula,Nectandra,puberula,Lauraceae,Nectandra puberula
16941,Nectandra pulverulenta,Nectandra,pulverulenta,Lauraceae,Nectandra pulverulenta
16942,Nectandra purpurascens,Nectandra,,Lauraceae,Nectandra
16943,Nectandra purpurea,Nectandra,purpurea,Lauraceae,Nectandra purpurea
16944,Nectandra reticulata,Nectandra,reticulata,Lauraceae,Nectandra reticulata
16945,Nectandra sanguinea,Nectandra,sanguinea,Lauraceae,Nectandra sanguinea
16946,Nectandra schomburgkii,Nectandra,schomburgkii,Lauraceae,Nectandra schomburgkii
16947,Nectandra sinuata,Nectandra,sinuata,Lauraceae,Nectandra sinuata
16948,Nectandra sppAltodemi1,Nectandra,,Lauraceae,Nectandra 
16949,Nectandra sppAntado1,Nectandra,,Lauraceae,Nectandra 
16950,Nectandra sppBOi1,Nectandra,,Lauraceae,Nectandra 
16951,Nectandra sppBerbicer1,Nectandra,,Lauraceae,Nectandra 
16952,Nectandra sppCR1,Nectandra,,Lauraceae,Nectandra 
16953,Nectandra sppCerroesp1,Nectandra,,Lauraceae,Nectandra 
16954,Nectandra sppChirinos1,Nectandra,,Lauraceae,Nectandra 
16955,Nectandra sppCuzcoama1,Nectandra,,Lauraceae,Nectandra 
16956,Nectandra sppCuzcoama2,Nectandra,,Lauraceae,Nectandra 
16957,Nectandra sppFPnet1,Nectandra,,Lauraceae,Nectandra 
16958,Nectandra sppFarall1,Nectandra,,Lauraceae,Nectandra 
16959,Nectandra sppFincam1,Nectandra,,Lauraceae,Nectandra 
16960,Nectandra sppFincam2,Nectandra,,Lauraceae,Nectandra 
16961,Nectandra sppGT1,Nectandra,,Lauraceae,Nectandra 
16962,Nectandra sppMX1,Nectandra,,Lauraceae,Nectandra 
16963,Nectandra sppMX2,Nectandra,,Lauraceae,Nectandra 
16964,Nectandra sppMaquipuc1,Nectandra,,Lauraceae,Nectandra 
16965,Nectandra sppPE1,Nectandra,,Lauraceae,Nectandra 
16966,Nectandra sppRAINFOR1,Nectandra,,Lauraceae,Nectandra 
16967,Nectandra sppRiotavar1,Nectandra,,Lauraceae,Nectandra 
16968,Nectandra sppSCA1,Nectandra,,Lauraceae,Nectandra 
16969,Nectandra sppSCA2,Nectandra,,Lauraceae,Nectandra 
16970,Nectandra sppTEAM1,Nectandra,,Lauraceae,Nectandra 
16971,Nectandra sppVE1,Nectandra,,Lauraceae,Nectandra 
16972,Nectandra sppVE2,Nectandra,,Lauraceae,Nectandra 
16973,Nectandra sppVE3,Nectandra,,Lauraceae,Nectandra 
16974,Nectandra sppVencer1,Nectandra,,Lauraceae,Nectandra 
16975,Nectandra sppVencer2,Nectandra,,Lauraceae,Nectandra 
16976,Nectandra sppYanam21,Nectandra,,Lauraceae,Nectandra 
16977,Nectandra trianae,Nectandra,trianae,Lauraceae,Nectandra trianae
16978,Nectandra turbacensis,Nectandra,turbacensis,Lauraceae,Nectandra turbacensis
16979,Nectandra umbrosa,Nectandra,umbrosa,Lauraceae,Nectandra umbrosa
16980,Nectandra viburnoides,Nectandra,viburnoides,Lauraceae,Nectandra viburnoides
16981,Nectandra weddellii,Nectandra,weddellii,Lauraceae,Nectandra weddellii
16982,Nectandra yarinensis,Nectandra,yarinensis,Lauraceae,Nectandra yarinensis
16983,Neea acuminata,Neea,acuminata,Nyctaginaceae,Neea acuminata
16984,Neea altissima,Neea,altissima,Nyctaginaceae,Neea altissima
16985,Neea amplifolia,Neea,amplifolia,Nyctaginaceae,Neea amplifolia
16986,Neea buxifolia,Neea,buxifolia,Nyctaginaceae,Neea buxifolia
16987,Neea cauliflora,Neea,cauliflora,Nyctaginaceae,Neea cauliflora
16988,Neea chlorantha,Neea,chlorantha,Nyctaginaceae,Neea chlorantha
16989,Neea delicatula,Neea,delicatula,Nyctaginaceae,Neea delicatula
16990,Neea divaricata,Neea,divaricata,Nyctaginaceae,Neea divaricata
16991,Neea elegans,Neea,elegans,Nyctaginaceae,Neea elegans
16992,Neea floribunda,Neea,floribunda,Nyctaginaceae,Neea floribunda
16993,Neea hermaphrodita,Neea,hermaphrodita,Nyctaginaceae,Neea hermaphrodita
